HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Caquetá,SAN VICENTE DEL CAGUÁN,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Putumayo,VILLAGARZÓN,DIRECCIÓN SECCIONAL DE PUTUMAYO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,SI,9
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Bolívar,SANTA ROSA DEL SUR,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2021,2021,2020,Ley 906,Colombia,Arauca,ARAUCA,DIRECCIÓN SECCIONAL DE ARAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,8
SI,NO,NO,ACTIVO,INDAGACIÓN,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,NO,4
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,PALMIRA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Magdalena,FUNDACIÓN,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Antioquia,SEGOVIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Santander,GUACA,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Caquetá,FLORENCIA,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,JUICIO,2017,2017,2017,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Córdoba,TIERRALTA,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,SI,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Magdalena,FUNDACIÓN,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,3
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,4
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Tolima,CUNDAY,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,SIN DATO,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Cundinamarca,LA PEÑA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,RESTREPO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,Valle del Cauca,JAMUNDÍ,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
SI,NO,NO,ACTIVO,INVESTIGACIÓN,2017,2017,2017,Ley 906,Colombia,Bolívar,SAN PABLO,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INVESTIGACIÓN,2020,2020,2020,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,MASCULINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Casanare,YOPAL,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,Magdalena,PLATO,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Cesar,VALLEDUPAR,DIRECCIÓN SECCIONAL DE CESAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Casanare,AGUAZUL,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Casanare,YOPAL,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Bolívar,ARJONA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Meta,PUERTO LÓPEZ,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,NO,1
SI,NO,NO,ACTIVO,JUICIO,2017,2017,2017,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Santander,CHIPATÁ,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Santander,CURITÍ,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,INFANCIA 6 - 11,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Antioquia,PUERTO BERRÍO,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
NO,SI,NO,ACTIVO,INVESTIGACIÓN,2017,2020,2017,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Meta,SAN MARTÍN,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
NO,NO,NO,INACTIVO,INDAGACIÓN,2015,2015,2015,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,SI,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,JAMUNDÍ,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Caquetá,LA MONTAÑITA,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Cauca,PATÍA,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Cauca,LÓPEZ,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 1098,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Chocó,QUIBDO,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,3
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,8
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Meta,BARRANCA DE UPÍA,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2015,2015,2015,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,SI,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,3
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Huila,ACEVEDO,DIRECCIÓN SECCIONAL DE HUILA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Nariño,POTOSÍ,DIRECCIÓN SECCIONAL DE NARIÑO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Antioquia,EBÉJICO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,5
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CANDELARIA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,2
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Santander,GIRÓN,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Boyaca,DUITAMA,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2015,2015,2015,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Cundinamarca,SUBACHOQUE,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Huila,CAMPOALEGRE,DIRECCIÓN SECCIONAL DE HUILA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,TERMINACIÓN ANTICIPADA,2019,2019,2019,Ley 906,Colombia,Tolima,NATAGAIMA,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,11
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
